CH1V,CH2V,CH3V,t0 =-5.000000e-05, tInc = 3.200000e-09,
+4.637333e+00,+4.622400e+00,-1.920000e-02,,
+4.633067e+00,+4.639467e+00,+5.600000e-02,,
+4.637333e+00,+4.635200e+00,-1.920000e-02,,
+4.602933e+00,+4.630933e+00,+3.253333e-02,,
+4.641600e+00,+4.635200e+00,-2.400000e-02,,
+4.611467e+00,+4.630933e+00,+3.706667e-02,,
+4.633067e+00,+4.613600e+00,-1.466667e-02,,
+4.607200e+00,+4.635200e+00,+3.253333e-02,,
+4.628800e+00,+4.630933e+00,-1.466667e-02,,
+4.607200e+00,+4.635200e+00,+3.253333e-02,,
+4.637333e+00,+4.626667e+00,-4.293333e-02,,
+4.620267e+00,+4.635200e+00,+4.186667e-02,,
+4.624533e+00,+4.630933e+00,+4.266667e-03,,
+4.615733e+00,+4.656533e+00,+5.600000e-02,,
+4.641600e+00,+4.622400e+00,+8.800000e-03,,
+4.624533e+00,+4.630933e+00,+4.186667e-02,,
+4.628800e+00,+4.617867e+00,-1.466667e-02,,
+4.611467e+00,+4.643734e+00,+4.666667e-02,,
+4.628800e+00,+4.617867e+00,-9.866667e-03,,
+4.602933e+00,+4.630933e+00,+3.253333e-02,,
+4.663200e+00,+4.626667e+00,-4.746667e-02,,
+4.620267e+00,+4.630933e+00,+2.293333e-02,,
+4.620267e+00,+4.635200e+00,-5.066667e-03,,
+4.620267e+00,+4.626667e+00,+3.253333e-02,,
+4.633067e+00,+4.626667e+00,-5.333333e-04,,
+4.620267e+00,+4.643734e+00,+4.666667e-02,,
+4.633067e+00,+4.622400e+00,-5.333333e-04,,
+4.624533e+00,+4.639467e+00,+1.840000e-02,,
+4.637333e+00,+4.617867e+00,-2.400000e-02,,
+4.607200e+00,+4.643734e+00,+4.666667e-02,,
+4.633067e+00,+4.635200e+00,+4.266667e-03,,
+4.598667e+00,+4.630933e+00,+3.706667e-02,,
+4.641600e+00,+4.639467e+00,-5.066667e-03,,
+4.633067e+00,+4.635200e+00,+3.253333e-02,,
+4.641600e+00,+4.617867e+00,-5.333333e-04,,
+4.611467e+00,+4.639467e+00,+4.666667e-02,,
+4.628800e+00,+4.639467e+00,-5.333333e-04,,
+4.628800e+00,+4.635200e+00,+2.773333e-02,,
+4.633067e+00,+4.626667e+00,-9.866667e-03,,
+4.633067e+00,+4.635200e+00,+5.600000e-02,,
+4.646133e+00,+4.635200e+00,-5.066667e-03,,
+4.602933e+00,+4.630933e+00,+1.840000e-02,,
+4.633067e+00,+4.617867e+00,-4.293333e-02,,
+4.602933e+00,+4.639467e+00,+2.773333e-02,,
+4.633067e+00,+4.635200e+00,-3.333334e-02,,
+4.611467e+00,+4.652267e+00,+3.253333e-02,,
+4.624533e+00,+4.630933e+00,-5.333333e-04,,
+4.620267e+00,+4.635200e+00,+4.666667e-02,,
+4.637333e+00,+4.639467e+00,-5.066667e-03,,
+4.628800e+00,+4.622400e+00,+3.706667e-02,,
+4.646133e+00,+4.630933e+00,-5.066667e-03,,
+4.620267e+00,+4.626667e+00,+2.773333e-02,,
+4.637333e+00,+4.639467e+00,-4.293333e-02,,
+4.598667e+00,+4.622400e+00,+2.773333e-02,,
+4.646133e+00,+4.635200e+00,-2.400000e-02,,
+4.620267e+00,+4.626667e+00,+3.253333e-02,,
+4.646133e+00,+4.630933e+00,-1.920000e-02,,
+4.602933e+00,+4.635200e+00,+2.773333e-02,,
+4.641600e+00,+4.626667e+00,-5.066667e-03,,
+4.620267e+00,+4.643734e+00,+1.840000e-02,,
+4.663200e+00,+4.626667e+00,-2.400000e-02,,
+4.624533e+00,+4.643734e+00,+3.253333e-02,,
+4.654667e+00,+4.626667e+00,-2.880000e-02,,
+4.633067e+00,+4.630933e+00,+1.360000e-02,,
+4.641600e+00,+4.617867e+00,-3.333334e-02,,
+4.620267e+00,+4.613600e+00,+1.840000e-02,,
+4.658933e+00,+4.648000e+00,-5.706667e-02,,
+4.611467e+00,+4.635200e+00,+2.773333e-02,,
+4.663200e+00,+4.626667e+00,-1.466667e-02,,
+4.620267e+00,+4.643734e+00,+4.266667e-03,,
+4.641600e+00,+4.639467e+00,-3.333334e-02,,
+4.620267e+00,+4.622400e+00,+3.253333e-02,,
+4.633067e+00,+4.639467e+00,+8.800000e-03,,
+4.607200e+00,+4.630933e+00,+4.186667e-02,,
+4.633067e+00,+4.630933e+00,-1.466667e-02,,
+4.633067e+00,+4.635200e+00,+1.840000e-02,,
+4.633067e+00,+4.626667e+00,-3.813333e-02,,
+4.641600e+00,+4.635200e+00,+4.266667e-03,,
+4.646133e+00,+4.626667e+00,-4.293333e-02,,
+4.620267e+00,+4.622400e+00,+2.293333e-02,,
+4.641600e+00,+4.622400e+00,-4.293333e-02,,
+4.611467e+00,+4.622400e+00,+5.600000e-02,,
+4.637333e+00,+4.630933e+00,+4.266667e-03,,
+4.620267e+00,+4.635200e+00,+4.186667e-02,,
+4.628800e+00,+4.635200e+00,+4.266667e-03,,
+4.620267e+00,+4.639467e+00,+4.666667e-02,,
+4.637333e+00,+4.635200e+00,-5.066667e-03,,
+4.633067e+00,+4.643734e+00,+1.840000e-02,,
+4.641600e+00,+4.622400e+00,-3.333334e-02,,
+4.602933e+00,+4.630933e+00,+4.186667e-02,,
+4.646133e+00,+4.639467e+00,-9.866667e-03,,
+4.633067e+00,+4.639467e+00,+3.706667e-02,,
+4.641600e+00,+4.617867e+00,-5.333333e-04,,
+4.624533e+00,+4.622400e+00,+4.666667e-02,,
+4.628800e+00,+4.635200e+00,-1.920000e-02,,
+4.637333e+00,+4.643734e+00,+4.186667e-02,,
+4.637333e+00,+4.630933e+00,+4.266667e-03,,
+4.624533e+00,+4.635200e+00,+4.186667e-02,,
+4.646133e+00,+4.635200e+00,+8.800000e-03,,
+4.615733e+00,+4.635200e+00,+3.253333e-02,,
+4.641600e+00,+4.639467e+00,-1.920000e-02,,
+4.615733e+00,+4.648000e+00,+2.293333e-02,,
+4.633067e+00,+4.639467e+00,-3.333334e-02,,
+4.624533e+00,+4.643734e+00,+4.186667e-02,,
+4.650400e+00,+4.613600e+00,-5.333333e-04,,
+4.620267e+00,+4.635200e+00,+4.186667e-02,,
+4.641600e+00,+4.626667e+00,-9.866667e-03,,
+4.624533e+00,+4.643734e+00,+5.120000e-02,,
+4.641600e+00,+4.635200e+00,-2.400000e-02,,
+4.611467e+00,+4.635200e+00,+4.186667e-02,,
+4.641600e+00,+4.639467e+00,-5.066667e-03,,
+4.602933e+00,+4.622400e+00,+3.253333e-02,,
+4.646133e+00,+4.643734e+00,-2.880000e-02,,
+4.602933e+00,+4.626667e+00,+2.293333e-02,,
+4.641600e+00,+4.626667e+00,-2.400000e-02,,
+4.633067e+00,+4.635200e+00,+2.773333e-02,,
+4.646133e+00,+4.643734e+00,-2.880000e-02,,
+4.637333e+00,+4.639467e+00,+5.120000e-02,,
+4.633067e+00,+4.626667e+00,-5.333333e-04,,
+4.624533e+00,+4.643734e+00,+3.253333e-02,,
+4.628800e+00,+4.626667e+00,+4.266667e-03,,
+4.624533e+00,+4.630933e+00,+3.253333e-02,,
+4.658933e+00,+4.639467e+00,-1.920000e-02,,
+4.607200e+00,+4.635200e+00,+4.186667e-02,,
+4.633067e+00,+4.622400e+00,+8.800000e-03,,
+4.611467e+00,+4.630933e+00,+3.253333e-02,,
+4.672000e+00,+4.639467e+00,-3.333334e-02,,
+4.624533e+00,+4.626667e+00,+3.253333e-02,,
+4.641600e+00,+4.630933e+00,-2.400000e-02,,
+4.615733e+00,+4.635200e+00,+3.253333e-02,,
+4.641600e+00,+4.605067e+00,+1.840000e-02,,
+4.615733e+00,+4.630933e+00,+4.666667e-02,,
+4.641600e+00,+4.626667e+00,+1.840000e-02,,
+4.615733e+00,+4.622400e+00,+1.360000e-02,,
+4.654667e+00,+4.617867e+00,-2.880000e-02,,
+4.628800e+00,+4.643734e+00,+5.600000e-02,,
+4.633067e+00,+4.626667e+00,-5.333333e-04,,
+4.628800e+00,+4.635200e+00,+4.666667e-02,,
+4.628800e+00,+4.648000e+00,-5.333333e-04,,
+4.624533e+00,+4.635200e+00,+1.840000e-02,,
+4.641600e+00,+4.635200e+00,-2.880000e-02,,
+4.615733e+00,+4.630933e+00,+5.120000e-02,,
+4.641600e+00,+4.635200e+00,+4.266667e-03,,
+4.602933e+00,+4.635200e+00,+2.773333e-02,,
+4.628800e+00,+4.630933e+00,+8.800000e-03,,
+4.602933e+00,+4.635200e+00,+3.706667e-02,,
+4.633067e+00,+4.626667e+00,-2.400000e-02,,
+4.620267e+00,+4.635200e+00,+4.186667e-02,,
+4.641600e+00,+4.630933e+00,-2.880000e-02,,
+4.611467e+00,+4.630933e+00,+3.706667e-02,,
+4.650400e+00,+4.648000e+00,-3.333334e-02,,
+4.598667e+00,+4.643734e+00,+4.186667e-02,,
+4.637333e+00,+4.622400e+00,+1.360000e-02,,
+4.624533e+00,+4.622400e+00,+1.840000e-02,,
+4.650400e+00,+4.617867e+00,-3.813333e-02,,
+4.607200e+00,+4.630933e+00,+5.600000e-02,,
+4.646133e+00,+4.630933e+00,+8.800000e-03,,
+4.611467e+00,+4.643734e+00,+3.253333e-02,,
+4.633067e+00,+4.626667e+00,-1.466667e-02,,
+4.633067e+00,+4.622400e+00,+1.840000e-02,,
+4.641600e+00,+4.609334e+00,-3.333334e-02,,
+4.624533e+00,+4.617867e+00,+3.253333e-02,,
+4.663200e+00,+4.622400e+00,-3.333334e-02,,
+4.628800e+00,+4.643734e+00,+4.666667e-02,,
+4.624533e+00,+4.626667e+00,-5.333333e-04,,
+4.611467e+00,+4.652267e+00,+2.293333e-02,,
+4.646133e+00,+4.639467e+00,-1.920000e-02,,
+4.628800e+00,+4.622400e+00,+2.773333e-02,,
+4.646133e+00,+4.643734e+00,-2.400000e-02,,
+4.624533e+00,+4.630933e+00,+3.706667e-02,,
+4.637333e+00,+4.609334e+00,+1.360000e-02,,
+4.624533e+00,+4.630933e+00,+3.706667e-02,,
+4.641600e+00,+4.639467e+00,-2.400000e-02,,
+4.620267e+00,+4.630933e+00,+2.773333e-02,,
+4.633067e+00,+4.639467e+00,-1.920000e-02,,
+4.620267e+00,+4.643734e+00,+3.253333e-02,,
+4.624533e+00,+4.617867e+00,-1.920000e-02,,
+4.624533e+00,+4.639467e+00,+4.186667e-02,,
+4.646133e+00,+4.630933e+00,+8.800000e-03,,
+4.624533e+00,+4.639467e+00,+5.600000e-02,,
+4.646133e+00,+4.630933e+00,-5.333333e-04,,
+4.611467e+00,+4.643734e+00,+4.666667e-02,,
+4.654667e+00,+4.613600e+00,-1.466667e-02,,
+4.628800e+00,+4.622400e+00,+3.253333e-02,,
+4.641600e+00,+4.622400e+00,-5.333333e-04,,
+4.611467e+00,+4.630933e+00,+1.840000e-02,,
+4.663200e+00,+4.622400e+00,-2.400000e-02,,
+4.628800e+00,+4.630933e+00,+3.253333e-02,,
+4.646133e+00,+4.605067e+00,-5.333333e-04,,
+4.607200e+00,+4.635200e+00,+4.186667e-02,,
+4.633067e+00,+4.630933e+00,-1.466667e-02,,
+4.620267e+00,+4.630933e+00,+6.533334e-02,,
+4.633067e+00,+4.630933e+00,-1.920000e-02,,
+4.620267e+00,+4.648000e+00,+4.186667e-02,,
+4.646133e+00,+4.617867e+00,-4.293333e-02,,
+4.611467e+00,+4.635200e+00,+3.253333e-02,,
+4.633067e+00,+4.643734e+00,-1.920000e-02,,
+4.611467e+00,+4.630933e+00,+4.186667e-02,,
+4.637333e+00,+4.626667e+00,-2.400000e-02,,
+4.602933e+00,+4.643734e+00,+8.800000e-03,,
+4.654667e+00,+4.630933e+00,-1.920000e-02,,
+4.607200e+00,+4.656533e+00,+3.253333e-02,,
+4.641600e+00,+4.626667e+00,+1.840000e-02,,
+4.620267e+00,+4.635200e+00,+4.186667e-02,,
+4.641600e+00,+4.626667e+00,-5.066667e-03,,
+4.624533e+00,+4.630933e+00,+7.013334e-02,,
+4.646133e+00,+4.626667e+00,-5.066667e-03,,
+4.624533e+00,+4.630933e+00,+3.253333e-02,,
+4.646133e+00,+4.626667e+00,-3.333334e-02,,
+4.607200e+00,+4.630933e+00,+4.186667e-02,,
+4.658933e+00,+4.613600e+00,-4.746667e-02,,
+4.620267e+00,+4.635200e+00,+4.186667e-02,,
+4.633067e+00,+4.617867e+00,+1.360000e-02,,
+4.615733e+00,+4.622400e+00,+3.253333e-02,,
+4.646133e+00,+4.626667e+00,-4.746667e-02,,
+4.620267e+00,+4.635200e+00,+4.666667e-02,,
+4.646133e+00,+4.609334e+00,+8.800000e-03,,
+4.611467e+00,+4.635200e+00,+5.120000e-02,,
+4.646133e+00,+4.626667e+00,-3.333334e-02,,
+4.611467e+00,+4.635200e+00,+4.666667e-02,,
+4.641600e+00,+4.622400e+00,-9.866667e-03,,
+4.611467e+00,+4.643734e+00,+5.600000e-02,,
+4.641600e+00,+4.622400e+00,-5.066667e-03,,
+4.607200e+00,+4.622400e+00,+3.253333e-02,,
+4.641600e+00,+4.617867e+00,-5.066667e-03,,
+4.611467e+00,+4.630933e+00,+4.666667e-02,,
+4.633067e+00,+4.626667e+00,-1.920000e-02,,
+4.620267e+00,+4.626667e+00,+3.706667e-02,,
+4.646133e+00,+4.648000e+00,-5.066667e-03,,
+4.611467e+00,+4.656533e+00,+5.120000e-02,,
+4.637333e+00,+4.626667e+00,-5.333333e-04,,
+4.620267e+00,+4.617867e+00,+3.253333e-02,,
+4.663200e+00,+4.630933e+00,-3.333334e-02,,
+4.615733e+00,+4.630933e+00,+3.253333e-02,,
+4.633067e+00,+4.635200e+00,-9.866667e-03,,
+4.602933e+00,+4.639467e+00,+3.253333e-02,,
+4.646133e+00,+4.639467e+00,-1.920000e-02,,
+4.624533e+00,+4.635200e+00,+4.666667e-02,,
+4.637333e+00,+4.617867e+00,-5.066667e-03,,
+4.611467e+00,+4.635200e+00,+5.120000e-02,,
+4.637333e+00,+4.635200e+00,+4.266667e-03,,
+4.633067e+00,+4.639467e+00,+3.253333e-02,,
+4.667733e+00,+4.617867e+00,-1.920000e-02,,
+4.620267e+00,+4.626667e+00,+2.293333e-02,,
+4.650400e+00,+4.622400e+00,-5.333333e-04,,
+4.602933e+00,+4.639467e+00,+4.186667e-02,,
+4.637333e+00,+4.626667e+00,-4.746667e-02,,
+4.624533e+00,+4.643734e+00,+3.706667e-02,,
+4.641600e+00,+4.643734e+00,+8.800000e-03,,
+4.633067e+00,+4.643734e+00,+4.186667e-02,,
+4.624533e+00,+4.600800e+00,-5.333333e-04,,
+4.620267e+00,+4.630933e+00,+3.253333e-02,,
+4.654667e+00,+4.609334e+00,-3.333334e-02,,
+4.607200e+00,+4.643734e+00,+3.706667e-02,,
+4.667733e+00,+4.635200e+00,-2.400000e-02,,
+4.620267e+00,+4.626667e+00,+1.840000e-02,,
+4.646133e+00,+4.630933e+00,-1.466667e-02,,
+4.602933e+00,+4.605067e+00,+3.253333e-02,,
+4.654667e+00,+4.617867e+00,-3.333334e-02,,
+4.611467e+00,+4.635200e+00,+2.293333e-02,,
+4.641600e+00,+4.639467e+00,-2.880000e-02,,
+4.598667e+00,+4.626667e+00,+5.120000e-02,,
+4.624533e+00,+4.635200e+00,-1.920000e-02,,
+4.602933e+00,+4.643734e+00,+1.840000e-02,,
+4.620267e+00,+4.626667e+00,+8.800000e-03,,
+4.641600e+00,+4.652267e+00,+4.666667e-02,,
+4.624533e+00,+4.630933e+00,-9.866667e-03,,
+4.615733e+00,+4.652267e+00,+3.706667e-02,,
+4.650400e+00,+4.635200e+00,-3.333334e-02,,
+4.620267e+00,+4.639467e+00,+3.253333e-02,,
+4.641600e+00,+4.643734e+00,-2.400000e-02,,
+4.624533e+00,+4.630933e+00,+4.186667e-02,,
+4.650400e+00,+4.639467e+00,-5.066667e-03,,
+4.607200e+00,+4.630933e+00,+2.773333e-02,,
+4.628800e+00,+4.622400e+00,-3.333334e-02,,
+4.611467e+00,+4.635200e+00,+4.186667e-02,,
+4.633067e+00,+4.635200e+00,-1.920000e-02,,
+4.615733e+00,+4.643734e+00,+3.706667e-02,,
+4.633067e+00,+4.639467e+00,-3.813333e-02,,
+4.615733e+00,+4.639467e+00,+3.253333e-02,,
+4.676267e+00,+4.643734e+00,-1.466667e-02,,
+4.602933e+00,+4.626667e+00,+2.293333e-02,,
+4.637333e+00,+4.609334e+00,-5.066667e-03,,
+4.624533e+00,+4.626667e+00,+3.706667e-02,,
+4.646133e+00,+4.630933e+00,-1.466667e-02,,
+4.641600e+00,+4.630933e+00,+3.253333e-02,,
+4.637333e+00,+4.617867e+00,-5.333333e-04,,
+4.615733e+00,+4.622400e+00,+4.666667e-02,,
+4.650400e+00,+4.639467e+00,-5.333333e-04,,
+4.628800e+00,+4.622400e+00,+5.600000e-02,,
+4.633067e+00,+4.617867e+00,+8.800000e-03,,
+4.620267e+00,+4.652267e+00,+4.186667e-02,,
+4.641600e+00,+4.635200e+00,+8.800000e-03,,
+4.637333e+00,+4.643734e+00,+2.773333e-02,,
+4.654667e+00,+4.630933e+00,-3.333334e-02,,
+4.611467e+00,+4.630933e+00,+3.706667e-02,,
+4.641600e+00,+4.626667e+00,+1.360000e-02,,
+4.607200e+00,+4.617867e+00,+1.840000e-02,,
+4.633067e+00,+4.626667e+00,-5.066667e-03,,
+4.620267e+00,+4.622400e+00,+4.666667e-02,,
+4.646133e+00,+4.626667e+00,-5.066667e-03,,
+4.637333e+00,+4.622400e+00,+2.293333e-02,,
+4.641600e+00,+4.635200e+00,-1.920000e-02,,
+4.611467e+00,+4.635200e+00,+3.253333e-02,,
+4.637333e+00,+4.626667e+00,-9.866667e-03,,
+4.633067e+00,+4.613600e+00,+4.186667e-02,,
+4.650400e+00,+4.617867e+00,+8.800000e-03,,
+4.607200e+00,+4.643734e+00,+4.186667e-02,,
+4.641600e+00,+4.622400e+00,-5.333333e-04,,
+4.615733e+00,+4.630933e+00,+3.253333e-02,,
+4.641600e+00,+4.630933e+00,-5.333333e-04,,
+4.602933e+00,+4.652267e+00,+2.293333e-02,,
+4.641600e+00,+4.626667e+00,-2.400000e-02,,
+4.615733e+00,+4.635200e+00,+2.293333e-02,,
+4.646133e+00,+4.617867e+00,+8.800000e-03,,
+4.624533e+00,+4.630933e+00,+1.360000e-02,,
+4.646133e+00,+4.626667e+00,-3.333334e-02,,
+4.620267e+00,+4.652267e+00,+3.706667e-02,,
+4.641600e+00,+4.617867e+00,-4.293333e-02,,
+4.624533e+00,+4.635200e+00,+3.706667e-02,,
+4.654667e+00,+4.643734e+00,-2.880000e-02,,
+4.607200e+00,+4.643734e+00,+3.253333e-02,,
+4.641600e+00,+4.605067e+00,-1.920000e-02,,
+4.615733e+00,+4.643734e+00,+2.293333e-02,,
+4.624533e+00,+4.626667e+00,-5.333333e-04,,
+4.624533e+00,+4.639467e+00,+2.293333e-02,,
+4.646133e+00,+4.635200e+00,-1.920000e-02,,
+4.602933e+00,+4.635200e+00,+1.840000e-02,,
+4.654667e+00,+4.626667e+00,-3.813333e-02,,
+4.602933e+00,+4.643734e+00,+4.186667e-02,,
+4.646133e+00,+4.626667e+00,-4.746667e-02,,
+4.620267e+00,+4.635200e+00,+2.773333e-02,,
+4.637333e+00,+4.639467e+00,+8.800000e-03,,
+4.624533e+00,+4.635200e+00,+5.600000e-02,,
+4.646133e+00,+4.652267e+00,-9.866667e-03,,
+4.620267e+00,+4.626667e+00,+3.706667e-02,,
+4.654667e+00,+4.648000e+00,-3.333334e-02,,
+4.611467e+00,+4.643734e+00,+4.186667e-02,,
+4.654667e+00,+4.635200e+00,-4.293333e-02,,
+4.615733e+00,+4.635200e+00,+4.186667e-02,,
+4.633067e+00,+4.626667e+00,-4.293333e-02,,
+4.633067e+00,+4.639467e+00,+2.293333e-02,,
+4.628800e+00,+4.622400e+00,-5.333333e-04,,
+4.633067e+00,+4.630933e+00,+1.840000e-02,,
+4.654667e+00,+4.643734e+00,-2.400000e-02,,
+4.607200e+00,+4.630933e+00,+2.293333e-02,,
+4.633067e+00,+4.622400e+00,+4.266667e-03,,
+4.620267e+00,+4.639467e+00,+4.186667e-02,,
+4.633067e+00,+4.626667e+00,-5.066667e-03,,
+4.611467e+00,+4.635200e+00,+4.186667e-02,,
+4.641600e+00,+4.635200e+00,+8.800000e-03,,
+4.611467e+00,+4.630933e+00,+3.253333e-02,,
+4.641600e+00,+4.622400e+00,-5.066667e-03,,
+4.615733e+00,+4.617867e+00,+4.186667e-02,,
+4.654667e+00,+4.635200e+00,-1.466667e-02,,
+4.611467e+00,+4.639467e+00,+5.120000e-02,,
+4.620267e+00,+4.622400e+00,+8.800000e-03,,
+4.624533e+00,+4.652267e+00,+5.600000e-02,,
+4.650400e+00,+4.630933e+00,+8.800000e-03,,
+4.602933e+00,+4.635200e+00,+4.666667e-02,,
+4.633067e+00,+4.635200e+00,-5.333333e-04,,
+4.602933e+00,+4.635200e+00,+2.293333e-02,,
+4.654667e+00,+4.617867e+00,-2.400000e-02,,
+4.615733e+00,+4.643734e+00,+3.253333e-02,,
+4.633067e+00,+4.622400e+00,+1.840000e-02,,
+4.633067e+00,+4.643734e+00,+4.186667e-02,,
+4.641600e+00,+4.639467e+00,-5.333333e-04,,
+4.628800e+00,+4.635200e+00,+4.666667e-02,,
+4.637333e+00,+4.630933e+00,+1.360000e-02,,
+4.633067e+00,+4.635200e+00,+3.253333e-02,,
+4.637333e+00,+4.639467e+00,-5.066667e-03,,
+4.611467e+00,+4.635200e+00,+2.293333e-02,,
+4.650400e+00,+4.626667e+00,-2.400000e-02,,
+4.607200e+00,+4.630933e+00,+4.186667e-02,,
+4.624533e+00,+4.639467e+00,-5.333333e-04,,
+4.615733e+00,+4.630933e+00,+3.253333e-02,,
+4.641600e+00,+4.613600e+00,-1.920000e-02,,
+4.611467e+00,+4.630933e+00,+3.253333e-02,,
+4.646133e+00,+4.617867e+00,-3.333334e-02,,
+4.620267e+00,+4.635200e+00,+3.253333e-02,,
+4.646133e+00,+4.626667e+00,-1.920000e-02,,
+4.637333e+00,+4.635200e+00,+4.186667e-02,,
+4.654667e+00,+4.635200e+00,-2.400000e-02,,
+4.620267e+00,+4.635200e+00,+2.773333e-02,,
+4.633067e+00,+4.639467e+00,-5.066667e-03,,
+4.611467e+00,+4.630933e+00,+8.800000e-03,,
+4.650400e+00,+4.648000e+00,-1.920000e-02,,
+4.611467e+00,+4.630933e+00,+2.293333e-02,,
+4.637333e+00,+4.626667e+00,-2.880000e-02,,
+4.620267e+00,+4.643734e+00,+3.253333e-02,,
+4.654667e+00,+4.617867e+00,-3.813333e-02,,
+4.620267e+00,+4.617867e+00,+4.186667e-02,,
+4.646133e+00,+4.635200e+00,+8.800000e-03,,
+4.624533e+00,+4.630933e+00,+4.186667e-02,,
+4.646133e+00,+4.630933e+00,-4.746667e-02,,
+4.641600e+00,+4.652267e+00,+3.253333e-02,,
+4.633067e+00,+4.643734e+00,-3.333334e-02,,
+4.611467e+00,+4.643734e+00,+3.706667e-02,,
+4.646133e+00,+4.648000e+00,-4.293333e-02,,
+4.628800e+00,+4.635200e+00,+3.253333e-02,,
+4.663200e+00,+4.630933e+00,-2.400000e-02,,
+4.620267e+00,+4.635200e+00,+4.186667e-02,,
+4.633067e+00,+4.630933e+00,-5.066667e-03,,
+4.620267e+00,+4.609334e+00,+2.293333e-02,,
+4.650400e+00,+4.630933e+00,-3.333334e-02,,
+4.615733e+00,+4.639467e+00,+4.186667e-02,,
+4.633067e+00,+4.617867e+00,-5.066667e-03,,
+4.607200e+00,+4.643734e+00,+2.293333e-02,,
+4.646133e+00,+4.630933e+00,-5.066667e-03,,
+4.628800e+00,+4.630933e+00,+3.706667e-02,,
+4.641600e+00,+4.643734e+00,+8.800000e-03,,
+4.615733e+00,+4.630933e+00,+1.840000e-02,,
+4.637333e+00,+4.622400e+00,+2.293333e-02,,
+4.624533e+00,+4.626667e+00,+2.293333e-02,,
